n_amenageur,n_operateur,n_enseigne,id_station,n_station,ad_station,code_insee,Xlongitude,Ylatitude,nbre_pdc,id_pdc,puiss_max,type_prise,acces_recharge,accessibilite,observations,date_maj
peyniel,peyniel,src_osm,, OSM,  ,,5.6186325,43.4648852,0,,,,0,0,"'données OSM  , tag/website: , tag/source: , tag/note: , tag/id:4684538790'",19/08/2017
Dispam (Le Pontet),Dispam (Le Pontet),src_osm,, OSM,  ,,4.8612732,43.9720213,0,,,,0,0,"'données OSM  , tag/website: , tag/source: , tag/note: , tag/id:4749879522'",20/08/2017
0,0,src_osm,, OSM,  ,,4.8049349,43.9491387,0,,,,0,0,"'données OSM  , tag/website: , tag/source:mapillary 2015 , tag/note: , tag/id:4774582018'",21/08/2017
IFCO (cajas basillas Cavallion),IFCO (cajas basillas Cavallion),src_osm,, OSM,  ,,5.059106,43.8302343,0,,,,0,0,"'données OSM  , tag/website: , tag/source: , tag/note: , tag/id:4778011022'",22/08/2017
Coccolo  (Cavaillon),Coccolo  (Cavaillon),src_osm,, OSM,  ,,4.9856657,43.8852489,0,,,,0,0,"'données OSM  , tag/website: , tag/source: , tag/note: , tag/id:4819722521'",23/08/2017
0,0,src_osm,, OSM,  ,,6.6729136,44.9146663,0,,,,0,0,"'données OSM  , tag/website: , tag/source: , tag/note: , tag/id:4882913385'",24/08/2017
0,0,src_osm,, OSM,  ,,6.1008138,44.5687303,0,,,,0,0,"'données OSM  , tag/website: , tag/source:gps , tag/note: , tag/id:4882913387'",25/08/2017
0,0,src_osm,, OSM,  ,,6.1975608,44.565364,0,,,,0,0,"'données OSM  , tag/website: , tag/source: , tag/note: , tag/id:4882913388'",26/08/2017
0,0,src_osm,, OSM,  ,,6.5106547,44.9759188,0,,,,0,0,"'données OSM  , tag/website: , tag/source: , tag/note: , tag/id:4923893981'",
0,0,src_osm,, OSM,  ,,4.8064588,43.9421496,2,,,,0,0,"'données OSM  , tag/website: , tag/source:survey 2017 , tag/note: , tag/id:4927481985'",
Tesla Motors Inc.,Tesla Motors Inc.,src_osm,,Cagnes-sur-Mer Supercharger OSM,Avenue des Alpes 6800 Cagnes sur Mer,,7.1272274,43.6666389,4,,,,0,0,"'données OSM  , tag/website:https://www.tesla.com/fr_FR/findus/location/supercharger/cagnessurmersupercharger , tag/source: , tag/note: , tag/id:4944766793'",
